"leverancier"	"aantal_kostensoorten"	"totaal_staffel"	"diversity"
"ErgoBrain (incl. Ergodirect)"	23	37	14.2972972972973
"Kop Beveiliging"	23	37	14.2972972972973
"PWN Waterleidingbedrijf Noord-Holland"	23	37	14.2972972972973
"Alvero Kantoormeubelverhuur"	20	28	14.2857142857143
"Denk Producties"	20	28	14.2857142857143
"Drentea Kantoormeubelen"	40	112	14.2857142857143
"Laarhoven Design"	20	28	14.2857142857143
"Tias Nimbas Business School Utrecht"	20	28	14.2857142857143
"Van Zwanenburg Handelmaatschappij, Projekten"	22	34	14.2352941176471
"OSR Opleidingen Sociaal Recht Juridische Opleidingen"	21	31	14.2258064516129
"Stg HBO Haaglanden & Rijnstreek Haagse Hogeschool"	21	31	14.2258064516129
"Bo-mij Beheer (incl. Bo-rent)"	16	18	14.2222222222222
"Debatrix"	16	18	14.2222222222222
"De Witte Vosch"	16	18	14.2222222222222
"Hogeschool Leiden"	16	18	14.2222222222222
"Holland Consulting Group"	16	18	14.2222222222222
"Jos Ten Berg Handelsmaatschappij"	16	18	14.2222222222222
"Mettler-Toledo"	16	18	14.2222222222222
"Novum Foto"	16	18	14.2222222222222
"Springer Media (vh Uitgeverij, Bohn Stafleu van Loghum)"	16	18	14.2222222222222
"Vaccinatiezorg"	16	18	14.2222222222222
"Van Dijk Educatie"	16	18	14.2222222222222
"WIJ Strandclub"	16	18	14.2222222222222
"ComScore (vh Nedstat)"	18	23	14.0869565217391
"SGS"	26	48	14.0833333333333
"Echos Home"	15	16	14.0625
"About Flowers"	14	14	14
"Air Products Nederland"	14	14	14
"Banketbakkerij Prins"	14	14	14
"Berlage Brasserie"	14	14	14
"BMW"	14	14	14
"Brand Interieurbouw en Aannemeningsbedrijf"	14	14	14
"Bureau G.I.T"	14	14	14
"Datema Electronics"	14	14	14
"De Belgische Keizer Café-Restaurant"	14	14	14
"De Doelen Hotel-Grand Café"	14	14	14
"Delta Comfort"	14	14	14
"De Rotterdam"	14	14	14
"Down Under Horeca"	14	14	14
"Drakenburg Conferentiecentrum"	14	14	14
"E-Democracy"	14	14	14
"Ese International"	14	14	14
"Euromast"	14	14	14
"EYE Bar Restaurant"	14	14	14
"Frankwatching"	14	14	14
"Go Opleidingen"	14	14	14
"Grachten Atelier"	14	14	14
"Het Nieuwe Instituut (vh Niadec)"	14	14	14
"Hostnet"	14	14	14
"Hotel Wereld-Eethuis Bazar"	14	14	14
"Kroon"	14	14	14
"Little V Vietnamees Restaurant"	14	14	14
"Maklu"	14	14	14
"Multirent"	14	14	14
"Neuland"	14	14	14
"NIMA - Nederlands Instituut voor Marketing"	14	14	14
"Oker Restaurant"	14	14	14
"On Board On Shore"	14	14	14
"Paardekooper Verpakkingen"	14	14	14
"R.M. Schippers & Zn"	14	14	14
"Security Press"	14	14	14
"Sense Organisatie & Coaching"	14	14	14
"Shoppartners Homeshopping"	14	14	14
"Sitex Electronics"	14	14	14
"Trimbos-Instituut"	14	14	14
"Usine Eindhoven"	14	14	14
"Utrecht's Rondvaartbedrijf Rederij Schuttevaer"	14	14	14
"VTN Veiligheidstechniek Nederland"	14	14	14
"Wijnkoperij De Gouden Ton"	14	14	14
"Flash Services Nederland"	23	38	13.9210526315789
"Intimus (vh Asterion, Pitney Bowes)"	23	38	13.9210526315789
"Planon"	35	88	13.9204545454545
"Heijmans (incl. NMM, Burgers Ergon, Breijn, Utiliteitsbouw, Civiel, ...)"	42	127	13.8897637795276
"In De Driehoek, Zalencentrum"	22	35	13.8285714285714
"Odyssee Groep training, pensioen in zicht"	21	32	13.78125
"Biesheuvel Groep"	17	21	13.7619047619048
"Holiday Inn"	17	21	13.7619047619048
"Liftinstituut"	17	21	13.7619047619048
"Nederlands Openluchtmuseum"	17	21	13.7619047619048
"Q-Matic Holland"	17	21	13.7619047619048
"Tapes Mediaproducties"	17	21	13.7619047619048
"Widexs"	17	21	13.7619047619048
"365 (incl. Arboned, KeurCompany, Zin, Arbodirect)"	32	75	13.6533333333333
"Westcord Hotels"	23	39	13.5641025641026
"Leeuwendaal Advies"	28	58	13.5172413793103
"Inbraakpreventie"	18	24	13.5
"Kunstpassage"	18	24	13.5
"Pino Productions"	18	24	13.5
"Schoevers Opleidings- en Exameninstituut"	18	24	13.5
"Damen van Deventer"	22	36	13.4444444444444
"Facilion"	19	27	13.3703703703704
"PDS Professional Driving Solutions"	19	27	13.3703703703704
"Rotterdam Airport"	19	27	13.3703703703704
"Westmedia Production"	19	27	13.3703703703704
"Insightsworld"	21	33	13.3636363636364
"Koninklijke De Swart"	21	33	13.3636363636364
"Reprorecht"	21	33	13.3636363636364
"ATPI Group (incl. The Advanced Travel Partner, ATP Corporate Travel, ATP Event Experts, ATP Groups & Incentives)"	20	30	13.3333333333333
"The Institute of Protocol The Hague"	20	30	13.3333333333333
"Conferentiehotel Landgoed Rhederoord"	15	17	13.2352941176471
"Cuisine Royale"	15	17	13.2352941176471
"Hotel Post Plaza"	15	17	13.2352941176471
"Maesstede Catering"	15	17	13.2352941176471
"Marcus Evans Linguarama"	15	17	13.2352941176471
"Stichting Dominicanenklooster Zwolle"	15	17	13.2352941176471
"Testo"	15	17	13.2352941176471
"Van Beek & Specker Banketbakkerij"	15	17	13.2352941176471
"Zalsman"	24	44	13.0909090909091
"Het NIC - Nederlands Inkoop Centrum"	28	60	13.0666666666667
"Alp Lift"	13	13	13
"ASB-Security"	13	13	13
"Boterwaag"	13	13	13
"Brouwers Tours"	13	13	13
"Buildingbusiness Uitgeverij"	13	13	13
"CNV Vakmensen"	13	13	13
"Creaim Gemnet"	13	13	13
"Dara"	13	13	13
"De Kruyter Banket"	13	13	13
"Dekxels Restaurant"	13	13	13
"Domstad Evenementen (incl. Tours & Events)"	13	13	13
"Engels Grandcafé/Restaurant/Zalen"	13	13	13
"Exploitatiemaatschappij Seaport Beach Resort"	13	13	13
"HCT Haagsche City Tax (incl. DirectPay Services)"	13	13	13
"Het Stempel No. 539"	13	13	13
"Holland Media Combinatie (HDC Media)"	13	13	13
"Impromex Technics/Ergoshop"	13	13	13
"In- en Outdoor Centre De Uithof"	13	13	13
"Intop Zorgsector, Madiationtoets"	13	13	13
"Lazuli Cursuscentrum & Zaalverhuur"	13	13	13
"Leitz Service"	13	13	13
"Movenpick Hotels"	13	13	13
"NT Publishers"	13	13	13
"Pactechno"	13	13	13
"Pepperoni"	13	13	13
"Rederij 't Smidtje"	13	13	13
"Scriptease"	13	13	13
"Service Centrum Auteurs- en Naburige Rec"	13	13	13
"Soho (South of Houston)"	13	13	13
"Stempelfabriek.nl/Stempelmakers.nl"	13	13	13
"Taleninstituut Nederland"	13	13	13
"Tamminga en Verweij"	13	13	13
"Theehuis Rhijnauwen"	13	13	13
"Van Rossum Ijzerhandel"	13	13	13
"Visscher Verhuur Zwolle"	13	13	13
"Wammes Bakkerij (P.P.)"	13	13	13
"Watertaxi Rotterdam"	13	13	13
"Weekbladpers Tijdschriften"	13	13	13
"Wilhelminapark Restaurant"	13	13	13
"Wiltec (incl. Ter Horst)"	13	13	13
"Anoniem"	36	100	12.96
"Fujitsu Technology Solutions (vh Fujitsu Siemens)"	39	118	12.8898305084746
"Tappan Communicatie"	31	75	12.8133333333333
"Bobbe Abonnementen"	32	80	12.8
"Brink's Nederland"	16	20	12.8
"De Groot Drukkerij (incl. Het Kontakt Edities, Premere)"	16	20	12.8
"IS Interned Services Groep"	16	20	12.8
"Kim Spinder"	16	20	12.8
"Language Partners (incl. Eurolinguist)"	16	20	12.8
"Lean Six Sigma Company"	16	20	12.8
"Leba Bakker Sport"	16	20	12.8
"NIOW Taaltrainingen, Vaardigheidstrainingen, Advies & Opleiding"	16	20	12.8
"Phoenix Opleidingen"	16	20	12.8
"TBI Techniek (incl. Croon Electrotechniek, Wolter & Dros, CWF)"	32	80	12.8
"VNU Exhibitions"	16	20	12.8
"VSL (vh NMi van Swinden Laboratorium)"	16	20	12.8
"Bouter"	22	38	12.7368421052632
"G4S Beveiliging (incl. Group 4, Securicor, Falck, Hacousto, Ricas)"	33	86	12.6627906976744
"Studio A Mediamelange"	21	35	12.6
"DTC De Tombe Consultancy"	17	23	12.5652173913043
"Srm"	17	23	12.5652173913043
"Coosto"	26	54	12.5185185185185
"Digidentity"	15	18	12.5
"Spitz Congres & Event"	20	32	12.5
"De Vries Project Design"	18	26	12.4615384615385
"Learn It"	18	26	12.4615384615385
"Thermo Fisher Scientific (incl. Fisher Emergo, Fermentas)"	18	26	12.4615384615385
"Iron Mountain Nederland"	19	29	12.448275862069
"PWC PriceWaterhouseCoopers"	33	88	12.375
"Boertiengroep (incl. Ncatb)"	23	43	12.3023255813953
"Albert Heijn (incl. albert.nl)"	14	16	12.25
"ATK Grootkeukentechniek"	14	16	12.25
"Bas - Business Art Service"	21	36	12.25
"Beatrix Theater"	14	16	12.25
"Boomerang Beach (vh Billabong Beach)"	14	16	12.25
"Crowne Plaza"	14	16	12.25
"Digiforce (vh DeltaHage / Digiprint)"	14	16	12.25
"EOM Eyes On Media"	14	16	12.25
"Europcar Autoverhuur (Sterverhuur)"	14	16	12.25
"G. Bakker & Zn."	14	16	12.25
"Hans Roggen Fotografie"	14	16	12.25
"Hanzehogeschool Groningen (incl. Hanze Connect)"	14	16	12.25
"Hoffmann Bedrijfsuitrusting"	14	16	12.25
"Hogeschool Zuyd"	14	16	12.25
"Kasteel De Hooge Vuursche"	14	16	12.25
"Marketing Groningen"	14	16	12.25
"ME Design & Safety"	14	16	12.25
"Secumar Benelux"	14	16	12.25
"Van Dijk Zakelijk (incl. Selexyz, Donner, Scholtens, Scheltema, Kooyker, de Tille, Gianotte, Broese,...)"	35	100	12.25
"YuMe Sushi & Grill"	14	16	12.25
"X-pact Stichting Beheer Derdengelden"	16	21	12.1904761904762
"Aenova Software"	13	14	12.0714285714286
"GITP (incl. Pi Company)"	26	56	12.0714285714286
"Rova Bedrijven"	13	14	12.0714285714286
"Zin Kloosterhotel"	13	14	12.0714285714286
"P1 Off Street/On Street"	17	24	12.0416666666667
"Papendal Hotel en Congrescentrum"	17	24	12.0416666666667
"Ebbinge & Company"	19	30	12.0333333333333
"Schuttelaar & Partners"	19	30	12.0333333333333
"Focus Advisering Training Coaching, Conferences"	25	52	12.0192307692308
"Amadore Hotels en Restaurants"	12	12	12
"A&R Vereninging Ambtenaar & Recht"	12	12	12
"Atlas Copco"	12	12	12
"Autoverhuur Bultman"	12	12	12
"Basaal Restaurant"	12	12	12
"Bas Kijzers Fotografie"	12	12	12
"Bitter en Zoet Hotel Restaurant"	12	12	12
"Bloembinderij Cees van Eijck"	12	12	12
"Bloemsierkunst Anneke Kapteyn"	12	12	12
"Bon Vivant"	12	12	12
"BPP Professional Education (incl. MVP Markus Verbeek Praehep)"	12	12	12
"Cafe Du Midi"	12	12	12
"Campanile Hotel & Restaurant"	12	12	12
"Caris Bakkerij"	12	12	12
"CMI Career Management Institute"	12	12	12
"Common Eye"	12	12	12
"Compu'Train"	24	48	12
"Conducto"	12	12	12
"Corner Stone Marketing & Sales"	12	12	12
"Debat Nl"	12	12	12
"De Hamermolen"	12	12	12
"Dekra"	18	27	12
"Delta Hotel"	12	12	12
"De Walrus Restaurant"	12	12	12
"De Zakkendrager Restaurant"	12	12	12
"Du Nord Rijwielen"	12	12	12
"EIC Europees Instituut Voor Certified Public Controllers"	12	12	12
"Equrion Services"	12	12	12
"Farnell Electronic Components"	12	12	12
"Federatie Nederlandse Vereniging Bedrijfshulpverlening"	12	12	12
"Fine Asian Gourmet"	12	12	12
"Frijters Mind Tuning"	12	12	12
"Glope Events/Be You Events"	12	12	12
"Golfbaan Delfland (Schipluiden)"	12	12	12
"Groenrijk"	12	12	12
"H2O (vh Nijgh Periodieken)"	12	12	12
"Hako"	12	12	12
"Het Heerenhuis, Grandcafé, Lunch, Diner, Zalen"	12	12	12
"Het Wapen van Leeuwarden"	12	12	12
"HolaPress Communicatie"	12	12	12
"Hotel De Ville"	12	12	12
"HPO Center (Center for Organizational Performance)"	12	12	12
"Interscience"	12	12	12
"Intertoys"	12	12	12
"Kloosterhof acquisitie services uitgeverij"	12	12	12
"KNVI Verenigingsbureau (vh NVB Ned Ver van Biblioth Doc en Literatuurond)"	12	12	12
"KNW Koninklijk Nederlands Waternetwerk"	12	12	12
"Koninklijke Bdu Uitgeverij"	12	12	12
"Kors Hoogwerk Systemen"	12	12	12
"Leo Ringelberg Touringcars"	12	12	12
"Lunchroom Nieuw Engelhard"	12	12	12
"NGFG Nederlands Genootschap van Functionarissen Voor De Gegevensbescherm"	12	12	12
"NHA Nationale Handels Academie"	12	12	12
"NHL Noordelijke Hogeschool Leeuwarden"	12	12	12
"Ni Hao Group (incl. Restaurant, Trading, Horeca)"	12	12	12
"NVD Beveiligingen"	12	12	12
"OGH Oracle Gebruikersclub Holland"	12	12	12
"Onze Taal Genootschap"	12	12	12
"Opatel open ateliers"	12	12	12
"Polvo (incl. Leys, VdStad, Dubson, Kruyt, Holtgrefe, Lekkerkerker)"	12	12	12
"Popocatepetl Mexicaans Restaurant"	12	12	12
"Quakernaat"	12	12	12
"Robbers & van den Hoogen"	12	12	12
"Schaefer Shop"	12	12	12
"Schelde Sports"	12	12	12
"Solbeach Strandpaviljoen"	12	12	12
"Spido"	12	12	12
"Stadsarrangement.nl"	12	12	12
"Stichting Vrienden van Loesje"	12	12	12
"Taller Events"	12	12	12
"Tapwacht Service"	12	12	12
"TB Total Blue Events Evenementenbureau"	12	12	12
"Tentoo (incl. Directors Cast & Crew)"	12	12	12
"Textiel Ten Kate"	12	12	12
"The Curious Network"	12	12	12
"Van Oss & Partners / Training Coach"	12	12	12
"Vidiline Voting"	12	12	12
"Vino & Cucina Restaurant"	12	12	12
"Voc Uitgevers"	12	12	12
"WTC Schiphol"	12	12	12
"Xolphin"	12	12	12
"You Name It!"	12	12	12
"Le Strasbourg"	21	37	11.9189189189189
"Itera"	15	19	11.8421052631579
"Legal Intelligence/Quay Consult"	15	19	11.8421052631579
"NTI - Nederlands Talen Instituut"	15	19	11.8421052631579
"ROVC Technische Opleidingen"	15	19	11.8421052631579
"Studio Tint"	15	19	11.8421052631579
"Papyrus Groep"	25	53	11.7924528301887
"Consumentenbond"	20	34	11.7647058823529
"Eindhoven Airport"	20	34	11.7647058823529
"Motivaction"	20	34	11.7647058823529
"Koninklijke Visio"	23	45	11.7555555555556
"A&P International"	19	31	11.6451612903226
"Euroforum/SBO Studiecentrum Bedrijf en Overheid"	16	22	11.6363636363636
"Intronics"	16	22	11.6363636363636
"Securitech"	16	22	11.6363636363636
"Adecco Group (incl. Ajilon, Ajilon TTP, vh DNC)"	21	38	11.6052631578947
"Ara Groep (incl. HFM\Bovaco)"	18	28	11.5714285714286
"Hogeschool Arnhem en Nijmegen"	18	28	11.5714285714286
"Inntel Hotels"	18	28	11.5714285714286
"!Pet (Automatiseerders, Boek- en Kantoorhandel, Competsoft)"	18	28	11.5714285714286
"VU en VUMC Technology Transfer Office"	18	28	11.5714285714286
"Breijer Bouw en Installatie, Contractonderhoud, Elektrotecniek, Technisch Beheer"	28	68	11.5294117647059
"Pelican Rouge (vh Autobar Holland, Cafe Bar)"	28	68	11.5294117647059
"Ecorys Nederland (incl. Ecorys-Kolpron)"	24	50	11.52
"Sita"	25	55	11.3636363636364
"Jansen-Wijsmuller & Beuns"	21	39	11.3076923076923
"Van der Linde Catering + Evenementen"	21	39	11.3076923076923
"GFK Group (incl. Panel Services, Intomart)"	24	51	11.2941176470588
"Ahoy Horeca"	13	15	11.2666666666667
"Alexander Hotel"	13	15	11.2666666666667
"BCT Automatisering"	13	15	11.2666666666667
"Bredemeijer Group"	13	15	11.2666666666667
"Euro Events"	13	15	11.2666666666667
"First Care Opleidings- en Trainingsburo"	13	15	11.2666666666667
"Fixet (incl. Grottendieck)"	13	15	11.2666666666667
"Het Oude Tolhuys"	13	15	11.2666666666667
"Intratuin Groenprojecten Interieurbeplanting"	13	15	11.2666666666667
"ITIP School Voor Leven en Werk"	13	15	11.2666666666667
"KNMP"	13	15	11.2666666666667
"M.M. Projects"	13	15	11.2666666666667
"Pakhuis De Zwijger"	13	15	11.2666666666667
"Sigma-Aldrich"	13	15	11.2666666666667
"Soomers Strandtent"	13	15	11.2666666666667
"Valerie Kuypers Fotografie"	13	15	11.2666666666667
"Wurth nederland"	13	15	11.2666666666667
"Zet Solutions"	13	15	11.2666666666667
"Bavak Beveiligingsgroep"	22	43	11.2558139534884
"Geodan Holding"	22	43	11.2558139534884
"BMS Assurance"	15	20	11.25
"Douwe Egberts"	37	122	11.2213114754098
"VKA Verdonck Klooster & Associates"	36	116	11.1724137931034
"Zetacom"	16	23	11.1304347826087
"Exact Software, Online"	17	26	11.1153846153846
"Euromate (vh Plymovent, Lucom)"	20	36	11.1111111111111
"Stavoor"	20	36	11.1111111111111
"Karcher"	12	13	11.0769230769231
"NIP Nederlands Instituut van Psychologen"	12	13	11.0769230769231
"GOM Schoonhouden"	31	87	11.0459770114943
"Alex Aalders Bloemist"	11	11	11
"All in Verhuur"	11	11	11
"Bijzonder Strafrecht"	11	11	11
"Bison Bowling"	11	11	11
"Bloemenmagazijn Aan De Zeven Alleetjes"	11	11	11
"Blooming Hotels"	11	11	11
"Bos Incasso"	11	11	11
"Bos Tuingereedschappen"	11	11	11
"Bowling Scheveningen"	11	11	11
"Capriole Coffee-Service"	11	11	11
"Casa Caroni den Haag Restaurant"	11	11	11
"Charelli Café-Restaurant"	11	11	11
"Cooking & Booking"	11	11	11
"De Beukenhof Restaurant Hotel"	11	11	11
"De Drukkerij"	11	11	11
"De Kargadoor Beheerstichting"	11	11	11
"De Projectinrichter"	11	11	11
"Etop Ergonomische Trainingen Opleid. en Projecten"	11	11	11
"Fortune Factory"	11	11	11
"Haagen Rookgeneratoren"	11	11	11
"Harbour Horeca"	11	11	11
"Het Kasteel"	11	11	11
"Hotel Bergse Bossen"	11	11	11
"Ink Stichting"	11	11	11
"Internet Selling Service"	11	11	11
"Keizer Culinair"	11	11	11
"Kick Smeets Fotografie"	11	11	11
"Lands End Hotel-Café-Restaurant"	11	11	11
"NESMA Ned. Software metrieken Gebruikers ass."	11	11	11
"New York Pizza"	11	11	11
"NGI Ned Genootschap voor Informatica - Platform voor ICT-Professionals"	11	11	11
"Nsecure"	22	44	11
"Ogone (incl. Ingenico)"	11	11	11
"Pontmeyer"	11	11	11
"RDM Campus"	11	11	11
"Roparun"	11	11	11
"Royal Palace"	11	11	11
"ScienceWorks"	11	11	11
"Sertum kennisinstituut vastgoed (vh REOV)"	11	11	11
"STAS Picture Hanging Systems"	11	11	11
"Strak Grafische Realisatie & Apple Systeembeheer"	11	11	11
"Te Werve Landgoed"	11	11	11
"Twitter"	11	11	11
"Van der Kroft's Party Rental"	11	11	11
"VanDoClean / Absorbit"	11	11	11
"Var Ver Voor Bestuursrecht"	11	11	11
"VCA Nederland"	11	11	11
"Vendor"	11	11	11
"Verschoor Boekbinderij"	11	11	11
"Villa Sonsbeek (vh Dokal)"	11	11	11
"Vink Kunststoffen"	11	11	11
"VnS Group (incl. Naammo Stempelfabriek en Stempeltempel)"	11	11	11
"Wbooks (vh Waanders, Uitgeverij, Drukkers)"	11	11	11
"NCOI Nederlands Commercieel Opleidingsinstituut (incl. NedFac, ISES, ISBW, Bestuursacademie Nederland)"	31	88	10.9204545454545
"Accor Hotel Operator"	14	18	10.8888888888889
"Aob Compaz"	14	18	10.8888888888889
"Buckaroo Online Payment Services"	14	18	10.8888888888889
"Bumicom Telecom"	14	18	10.8888888888889
"DAS (Incasso, Rechtsbijstand)"	14	18	10.8888888888889
"Hakvoort Horeca"	14	18	10.8888888888889
"Proambt Advies"	14	18	10.8888888888889
"Theater Hotel Almelo"	14	18	10.8888888888889
"Zuidkoop Natural Projects"	14	18	10.8888888888889
"Kris Kras Design"	24	53	10.8679245283019
"Bizz Design"	18	30	10.8
"Phaos Organisatieontwikkeling"	18	30	10.8
"Haaglanden Opleidingscentrum"	21	41	10.7560975609756
"Surfnet"	26	63	10.7301587301587
"Aveq Show Theatre & Congress Facilities"	15	21	10.7142857142857
"Bever Zwerfsport"	15	21	10.7142857142857
"Optelec Nederland"	15	21	10.7142857142857
"PostNL (incl. TNT Post)"	30	84	10.7142857142857
"Relatics"	15	21	10.7142857142857
"Waterbedrijf Groningen"	15	21	10.7142857142857
"Waters Chromatography"	15	21	10.7142857142857
"Cuna International"	17	27	10.7037037037037
"Hamer Installatietechniek"	17	27	10.7037037037037
"Eriks"	16	24	10.6666666666667
"Groningen Airport Eelde"	16	24	10.6666666666667
"HowAboutYou"	16	24	10.6666666666667
"Inspearit (incl. CIBIT)"	16	24	10.6666666666667
"KIT- IMC Koninklijk Instituut Voor De Tropen - Intercultural Professionals"	16	24	10.6666666666667
"Park-Line"	16	24	10.6666666666667
"Zuidema Bureau"	24	54	10.6666666666667
"HP Hewlett Packard (incl. Autonomy, Verity)"	36	122	10.6229508196721
"Sogeti Nederland"	43	175	10.5657142857143
"Sectra Communications"	22	46	10.5217391304348
"NBC - Nieuwegeins Business Center, De Blokhoeve, Exploitatie"	24	55	10.4727272727273
"Ultimo Software Solutions"	18	31	10.4516129032258
"SLTN (vh Inter Access)"	35	118	10.3813559322034
"Bosan"	14	19	10.3157894736842
"Grontmij"	35	119	10.2941176470588
"Royal Haskoning DHV (incl. Koninklijke Haskoning, Royal Haskoning, Corsmit, DHV)"	35	119	10.2941176470588
"2useIT The Internet Academy"	12	14	10.2857142857143
"ACS Auditing & Consulting Services"	12	14	10.2857142857143
"Alter Haaglanden"	12	14	10.2857142857143
"Berghauser Pont"	12	14	10.2857142857143
"Blooming Trainingsbureau"	12	14	10.2857142857143
"Bonheur Horeca Groep"	12	14	10.2857142857143
"Caseware"	12	14	10.2857142857143
"Constructor Dexion Holland"	12	14	10.2857142857143
"Docdata Payments"	12	14	10.2857142857143
"Honac Nederland"	12	14	10.2857142857143
"Internet Unie"	12	14	10.2857142857143
"Lectric Internetopleidingen"	12	14	10.2857142857143
"Mansveld"	12	14	10.2857142857143
"Paardenveld Vastgoed"	12	14	10.2857142857143
"Science Plus Group"	12	14	10.2857142857143
"Snelpas Business Service"	12	14	10.2857142857143
"The Lime Tree"	12	14	10.2857142857143
"Unipas"	12	14	10.2857142857143
"Verkadefabriek"	12	14	10.2857142857143
"Xtandit"	12	14	10.2857142857143
"ZyLAB Benelux"	12	14	10.2857142857143
"Pink Elephant (vh Nobel)"	16	25	10.24
"Asp4All Hosting"	34	113	10.2300884955752
"Tabula Rasa"	15	22	10.2272727272727
"Unishore Bedrijfskleding"	11	12	10.0833333333333
"Webservices.nl"	11	12	10.0833333333333
"iWelcome"	19	36	10.0277777777778
"3Khoreca"	10	10	10
"Accountor Group"	10	10	10
"AENC Groep (incl. A&C en AENC Audiovisual, AENC Presentations)"	10	10	10
"Aktiviteitenpark De Wilgenweard"	10	10	10
"Alliance Francaise De La Haye"	10	10	10
"Apply Opleidingen"	10	10	10
"Atal Meettechniek"	10	10	10
"ATPS - Tijdregistratie- en Toegangscontrolesystemen"	10	10	10
"B2B Productions"	10	10	10
"Badge Promotions"	10	10	10
"Bakker Hilvers"	10	10	10
"Bakkerij Bos"	10	10	10
"Banketbakkerij Gosselaar"	10	10	10
"Banketbakkerij Lindeboom"	10	10	10
"Banketbakkerij Salverda"	10	10	10
"BBP Beerens Business Press (incl. Twinkle)"	10	10	10
"Bellevue Groothoofd Hotel Culinair"	10	10	10
"Bergh Brandkasten"	10	10	10
"Betonvereniging"	10	10	10
"Boekhandel van der Velde"	10	10	10
"Botenverhuur De Rijnstroom"	10	10	10
"Brasserie Royal Kroonenburg"	10	10	10
"Broodjesexpress"	10	10	10
"Burgman Security"	10	10	10
"CAD Accent"	10	10	10
"Cameranu NL"	10	10	10
"CameraTools.nl"	10	10	10
"Carpe Diem Catering"	10	10	10
"Celexon (incl. Beamershop24.nl)"	10	10	10
"Cirquest"	10	10	10
"Clip/Stichting Pro"	10	10	10
"Commanderie Catering"	10	10	10
"Concordia Theater & Zalen"	10	10	10
"Creator Meeting Support"	10	10	10
"Davilex Business"	10	10	10
"De Agnietenberg Horeca"	10	10	10
